"COLUMN_NAME","DATA_TYPE","NULLABLE","DATA_DEFAULT","COLUMN_ID","COMMENTS","INSERTABLE","UPDATABLE","DELETABLE"
"MNC_ID","VARCHAR2(255)","No","",3,"","YES","YES","YES"
"TA_ID","VARCHAR2(255)","No","",4,"","YES","YES","YES"
"PERIOD_START_TIME","DATE","No","",5,"","YES","YES","YES"
"PERIOD_DURATION","NUMBER","Yes","",6,"","YES","YES","YES"
"EPS_ATTACH_SUCC","NUMBER","Yes","",7,"","YES","YES","YES"
"EPS_ATTACH_FAIL","NUMBER","Yes","",8,"","YES","YES","YES"
"EPS_DETACH","NUMBER","Yes","",9,"","YES","YES","YES"
"EPS_PERIODIC_TAU_SUCC","NUMBER","Yes","",10,"","YES","YES","YES"
"EPS_PERIODIC_TAU_FAIL","NUMBER","Yes","",11,"","YES","YES","YES"
"EPS_TAU_SUCC","NUMBER","Yes","",12,"","YES","YES","YES"
"EPS_TAU_FAIL","NUMBER","Yes","",13,"","YES","YES","YES"
"EPS_SERVICE_REQUEST_SUCC","NUMBER","Yes","",14,"","YES","YES","YES"
"EPS_SERVICE_REQUEST_FAIL","NUMBER","Yes","",15,"","YES","YES","YES"
"EPS_PATH_SWITCH_X2_SUCC","NUMBER","Yes","",16,"","YES","YES","YES"
"EPS_PATH_SWITCH_X2_FAIL","NUMBER","Yes","",17,"","YES","YES","YES"
"EPS_PAGING_ATTEMPTS","NUMBER","Yes","",18,"","YES","YES","YES"
"EPS_PAGING_SUCC","NUMBER","Yes","",19,"","YES","YES","YES"
"EPS_PAGING_FAIL","NUMBER","Yes","",20,"","YES","YES","YES"
"EPS_TO_3G_GN_ISHO_SUCC","NUMBER","Yes","",21,"","YES","YES","YES"
"EPS_TO_3G_GN_ISHO_TRGT_REJE","NUMBER","Yes","",22,"","YES","YES","YES"
"EPS_TO_3G_GN_ISHO_PREP_FAIL","NUMBER","Yes","",23,"","YES","YES","YES"
"EPS_TO_3G_GN_ISHO_ENB_CNCL","NUMBER","Yes","",24,"","YES","YES","YES"
"EPS_TO_3G_GN_ISHO_FAIL","NUMBER","Yes","",25,"","YES","YES","YES"
"EPS_S1HO_SUCC","NUMBER","Yes","",26,"","YES","YES","YES"
"EPS_S1HO_FAIL","NUMBER","Yes","",27,"","YES","YES","YES"
"EPS_S1HO_DUE_TO_MME_FAIL","NUMBER","Yes","",28,"","YES","YES","YES"
"EPS_S1HO_ENB_ERROR_FAIL","NUMBER","Yes","",29,"","YES","YES","YES"
"EPS_S1HO_SGW_ERROR_FAIL","NUMBER","Yes","",30,"","YES","YES","YES"
"EPS_S1HO_COLLISION_FAIL","NUMBER","Yes","",31,"","YES","YES","YES"
"EPS_S1HO_UNSPECIFIED_RE_FAIL","NUMBER","Yes","",32,"","YES","YES","YES"
"EPS_S1HO_UNKNOWN_TARGET_FAIL","NUMBER","Yes","",33,"","YES","YES","YES"
"EPS_S1HO_IN_TARGET_SYST_FAIL","NUMBER","Yes","",34,"","YES","YES","YES"
"EPS_S1HO_HO_CANCELLED_FAIL","NUMBER","Yes","",35,"","YES","YES","YES"
"EPS_S1HO_INTERACTION_WI_FAIL","NUMBER","Yes","",36,"","YES","YES","YES"
"EPS_S1HO_TARGET_ALLOW_FAIL","NUMBER","Yes","",37,"","YES","YES","YES"
"EPS_S1HO_CELL_NOT_AVAIL_FAIL","NUMBER","Yes","",38,"","YES","YES","YES"
"EPS_S1HO_NO_RADIO_RESOU_FAIL","NUMBER","Yes","",39,"","YES","YES","YES"
"EPS_S1HO_ALG_NOT_SUPP_FAIL","NUMBER","Yes","",40,"","YES","YES","YES"
"EPS_S1HO_UNSPEC_CAUSE_FAIL","NUMBER","Yes","",41,"","YES","YES","YES"
"EPS_CMB_INTRA_TAU_SUCC","NUMBER","Yes","",42,"","YES","YES","YES"
"EPS_CMB_INTRA_TAU_FAIL","NUMBER","Yes","",43,"","YES","YES","YES"
"EPS_CMB_INTRA_TAU_IMSI_ATT_SUC","NUMBER","Yes","",44,"","YES","YES","YES"
"EPS_CMB_INTRA_TAU_IMSI_ATT_FAI","NUMBER","Yes","",45,"","YES","YES","YES"
"EPS_CMB_INTER_TAU_SUCC","NUMBER","Yes","",46,"","YES","YES","YES"
"EPS_CMB_INTER_TAU_FAIL","NUMBER","Yes","",47,"","YES","YES","YES"
"EPS_INTER_TAU_OG_SUCC","NUMBER","Yes","",48,"","YES","YES","YES"
"EPS_INTER_TAU_OG_FAIL","NUMBER","Yes","",49,"","YES","YES","YES"
"INTRATAU_WO_SGW_CHANGE_SUCC","NUMBER","Yes","",50,"","YES","YES","YES"
"INTRATAU_WO_SGW_CHANGE_FAIL","NUMBER","Yes","",51,"","YES","YES","YES"
"EPS_COMBINED_ATTACH_SUCC","NUMBER","Yes","",52,"","YES","YES","YES"
"EPS_CMBND_ATTACH_EPS_SUCC","NUMBER","Yes","",53,"","YES","YES","YES"
"EPS_CMBND_ATTACH_EPS_FAIL","NUMBER","Yes","",54,"","YES","YES","YES"
"EPS_CMBND_ATTACH_FAIL","NUMBER","Yes","",55,"","YES","YES","YES"
"ESR_MO_ATTEMPTS","NUMBER","Yes","",56,"","YES","YES","YES"
"ESR_MT_ATTEMPTS","NUMBER","Yes","",57,"","YES","YES","YES"
"ESR_MO_EMERGENCY_ATTEMPTS","NUMBER","Yes","",58,"","YES","YES","YES"
"EPS_ATTACH_SUCC_UE_APN","NUMBER","Yes","",59,"","YES","YES","YES"
"EPS_ATTACH_SUCC_UE_APN_OVERRDN","NUMBER","Yes","",60,"","YES","YES","YES"
"EPS_ATTACH_FAIL_ESM_INFO_REQ","NUMBER","Yes","",61,"","YES","YES","YES"
"INTRAMME_S1HO_SGW_CHG_FAIL","NUMBER","Yes","",62,"","YES","YES","YES"
"INTRAMME_S1HO_SGW_CHG_SUCC","NUMBER","Yes","",63,"","YES","YES","YES"
"EPS_X2HO_SGW_CHG_SUCC","NUMBER","Yes","",64,"","YES","YES","YES"
"INTRAMME_TAU_SGW_CHG_SUCC","NUMBER","Yes","",65,"","YES","YES","YES"
"MME_OFFLOAD_SUCCESSFUL","NUMBER","Yes","",66,"","YES","YES","YES"
"MME_OFFLOAD_SUCCESS_ABNORMAL","NUMBER","Yes","",67,"","YES","YES","YES"
"MME_OFFLOAD_FAILED","NUMBER","Yes","",68,"","YES","YES","YES"
"MME_OFFLOAD_FAILED_ENB_ERROR","NUMBER","Yes","",69,"","YES","YES","YES"
"MME_OFFLOAD_FAILED_COLLISIONS","NUMBER","Yes","",70,"","YES","YES","YES"
"INTERMME_TAU_WO_SGW_CHG_SUCC","NUMBER","Yes","",71,"","YES","YES","YES"
"INTERMME_TAU_OUT_SUCC","NUMBER","Yes","",72,"","YES","YES","YES"
"INTERMME_S1HO_WO_SGW_CHG_SUCC","NUMBER","Yes","",73,"","YES","YES","YES"
"INTERMME_S1HO_OUT_SUCC","NUMBER","Yes","",74,"","YES","YES","YES"
"INTERMME_TAU_IN_FAIL","NUMBER","Yes","",75,"","YES","YES","YES"
"INTERMME_TAU_OUT_FAIL","NUMBER","Yes","",76,"","YES","YES","YES"
"INTERMME_S1HO_IN_FAIL","NUMBER","Yes","",77,"","YES","YES","YES"
"INTERMME_S1HO_OUT_FAIL","NUMBER","Yes","",78,"","YES","YES","YES"
"ATTACH_IN_WITH_MME_CHG_SUCC","NUMBER","Yes","",79,"","YES","YES","YES"
"ATTACH_IN_WITH_MME_CHG_FAIL","NUMBER","Yes","",80,"","YES","YES","YES"
"EPS_ATTACH_DUE_TO_MME_FAIL","NUMBER","Yes","",81,"","YES","YES","YES"
"EPS_TAU_DUE_TO_MME_FAIL","NUMBER","Yes","",82,"","YES","YES","YES"
"EPS_SERVICE_REQUEST_MME_FAIL","NUMBER","Yes","",83,"","YES","YES","YES"
"EPS_ATTACH_NAS_03_FAIL","NUMBER","Yes","",84,"","YES","YES","YES"
"EPS_ATTACH_NAS_06_FAIL","NUMBER","Yes","",85,"","YES","YES","YES"
"EPS_ATTACH_NAS_07_FAIL","NUMBER","Yes","",86,"","YES","YES","YES"
"EPS_ATTACH_NAS_08_FAIL","NUMBER","Yes","",87,"","YES","YES","YES"
